day,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,weighted_mean,max
146,8.51101785965363e-06,5.392956515229765e-40,0.0,0.9999914889821404,1.7237119426518185e-54,1.6687557974900972e-59,1.9102118409137367e-49,2.999974466946421,3
147,1.0,7.336060327555845e-32,0.0,0.0,2.2744320243732773e-104,0.0,2.367241478130507e-31,1.4937054901538624e-30,0
148,0.9999992598803961,7.401196039689698e-07,0.0,0.0,1.5057019249742763e-55,1.7393110325801862e-74,3.533144949923797e-45,7.401196039689698e-07,0
149,1.2688201359200858e-06,6.924542838442196e-24,0.0,0.999998731179864,3.8450891548159356e-56,0.0,3.6996448225361247e-31,2.9999961935395922,3
150,2.6774970399425263e-06,3.9175128252721234e-23,0.0,0.99999732250296,4.139977134431016e-49,2.155700801534414e-81,3.963641531898454e-29,2.99999196750888,3
151,3.3304298832075544e-06,1.1637186790920002e-26,0.0,0.9999966695701168,4.493986935816762e-37,1.7267713469996486e-32,1.1468410402917669e-38,2.99999000871035,3
152,4.159719687939357e-06,1.322437757312106e-35,0.0,0.999995840280312,3.57171368072962e-35,3.424149504052662e-53,1.0478069974516958e-49,2.9999875208409357,3
153,5.779564465176168e-05,6.139952026765264e-55,1.193477500888854e-22,0.9999422043553482,3.8782619978325057e-122,1.2132168571117963e-161,2.332142319526194e-33,2.9998266130660447,3
154,5.954716359859806e-06,1.611651005872377e-41,0.0,0.9999940452836401,2.8871091988241794e-47,9.299551490948556e-89,4.665990699198473e-53,2.9999821358509204,3
155,8.830235945873032e-06,3.616234449264579e-35,0.0,0.9999911697640516,7.305602229675552e-64,2.5359501877825724e-15,1.0150197712988195e-39,2.9999735092921678,3
156,1.6914803898655185e-05,2.4057852543871307e-35,0.0,0.9999830851961014,7.468432814157165e-105,7.65946209947012e-29,1.2721367775133513e-17,2.9999492555883043,3
157,1.0,3.3729577635139973e-18,0.0,0.0,8.702483091026893e-70,2.8854814737856787e-17,1.6363453757893116e-20,1.477452121753453e-16,0
158,2.0727540308976747e-06,1.7522259571947308e-22,0.0,0.9999979272459691,1.4094255260155256e-43,1.010799297302639e-192,5.4207422111696156e-30,2.999993781737907,3
159,0.00041724457154502305,7.99338269956954e-14,0.0,0.0,2.8845027807509e-81,0.999582755428375,2.1119168670622412e-35,4.997913777141955,5
160,8.327559184547389e-08,2.470507228419861e-31,0.0,0.9999999167244081,2.0980585853561754e-46,0.0,2.904845045612114e-129,2.9999997501732243,3
161,2.2309209225691163e-06,8.625436666684387e-31,0.0,0.9999977690790774,5.832065071749386e-37,2.6641530924351224e-21,7.8863937515020745e-78,2.9999933072372325,3
162,2.6062906979278136e-06,4.2072763410784746e-35,0.0,0.9999973937093022,2.0310832481075465e-37,3.2680719432157515e-25,5.589153103123073e-76,2.9999921811279067,3
163,3.393396081552889e-06,9.761816922588244e-38,0.0,0.9999966066039184,1.9850717891394434e-46,1.3980074812426398e-37,1.1970820757523007e-79,2.999989819811755,3
164,1.0,3.502408100520252e-29,0.0,0.0,1.3787773238111813e-37,1.1033189478009135e-136,9.723905315932314e-65,3.5024081556713453e-29,0
165,1.0,4.224296733246682e-25,0.0,0.0,1.2608875338732212e-42,4.159253615002641e-19,2.456542605315398e-37,2.0796272299309937e-18,0
166,1.0,3.42026157383643e-24,0.0,0.0,6.53935532024639e-36,2.6058020681452278e-111,9.467381487696192e-40,3.4202615738625935e-24,0
167,1.0,3.2151914245778687e-28,0.0,0.0,1.1948574296109594e-85,1.3415114430777796e-87,1.876478212564075e-43,3.21519142457788e-28,0
168,3.164251396092589e-06,7.804806540852572e-31,0.0,0.9999968357486039,8.25741483567646e-36,5.569450335843353e-44,1.1817391934048702e-66,2.9999905072458115,3
169,1.4062354703442982e-06,5.886437575445275e-40,0.0,0.9999985937645297,4.078161747600651e-31,8.727502869064944e-28,8.414641640169277e-112,2.999995781293589,3
170,4.096928432822705e-06,1.5194020692355885e-30,0.0,0.9999959030715672,1.0116798127170906e-34,2.0781125218516394e-32,1.3017857300380615e-62,2.9999877092147016,3
171,5.67734135077138e-06,1.0004631431171495e-33,0.0,0.9999943226586493,3.4083509035021983e-43,2.229990850972745e-18,8.685174559341391e-54,2.999982967975948,3
172,1.2673920736610434e-05,1.8869835353159496e-37,0.0,0.9999873260792633,1.0234263075990117e-71,4.070853745649366e-18,2.841735040670489e-35,2.99996197823779,3
