day,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,weighted_mean,max
131,1.8657827207485258e-06,1.961855178890325e-10,2.677304777364357e-08,4.790281934060963e-11,1.3982285608356058e-10,0.9999981070603203,4.706554733811613e-76,4.999990589746883,5
132,1.3673337498904795e-06,1.141323022529298e-12,3.456462255669271e-16,1.8039041662271354e-11,4.3756695801300075e-08,0.9999985888903736,4.101801554868088e-141,4.999993119533911,5
133,1.2392972448543154e-06,3.916590884606328e-10,1.641097281661522e-15,2.505617347158155e-09,5.1393280179276385e-09,0.999998752666149,3.0960142637034042e-130,4.999993791796571,5
134,2.9290289706399303e-07,1.957464476175968e-06,1.4298469918876157e-12,5.422227131851338e-08,4.087613372997284e-11,0.9999976953680494,1.519317710995179e-116,4.999990597137902,5
135,1.2195787327635675e-06,3.3690486437429614e-10,1.0000157802781532e-16,2.0108272017247326e-11,1.2671646496291489e-07,0.999998653347789,3.0530880262094766e-134,4.999993774002035,5
136,8.530375533265814e-07,2.394963343450165e-07,5.930516800554837e-15,9.790107175034362e-10,3.2035875492492973e-08,0.9999988744512202,5.142965779314747e-131,4.999994742832981,5
137,3.254845515298283e-07,3.44813566150144e-07,8.457908446499124e-14,2.2583356141691436e-12,6.401747189851267e-07,0.9999986895248203,3.144465418189859e-120,4.999996353143487,5
138,8.590028586218762e-06,4.8071131604713465e-14,1.6297316832392434e-08,1.2538259832352853e-30,0.9999913936740488,0.0,1.6908682482122678e-184,3.9999656072908767,4
139,6.691513802411176e-08,1.7282385570827997e-07,1.2939247128575625e-13,6.324163674156646e-16,5.335250905491572e-08,0.9999997069083671,9.244095955739179e-153,4.999998920775988,5
140,3.082001065245317e-07,3.825694457017705e-07,6.602248770375173e-14,2.1286584049863868e-10,6.415437873986257e-09,0.999999302602078,6.000052896136185e-134,4.999996921880316,5
141,9.60663458534163e-09,0.0003427792391888623,9.863518345537872e-06,5.0444160780421695e-09,7.808676641191063e-11,0.9996473425133282,6.109010355410876e-76,4.998599234288116,5
142,2.6446480215489726e-07,2.6538123864791057e-06,1.440604136610417e-15,1.02176185193018e-11,1.0426899245356272e-07,0.9999969774435999,2.3697183516791565e-123,4.999987958137012,5
143,2.0380035438926135e-07,1.6505779561284028e-09,0.007258625595773291,1.0116760525941423e-08,8.761478095364555e-22,0.9927411588365338,2.6307124020466093e-35,4.978223077375075,5
144,0.0106436249634131,0.8645765304081521,0.12324310698761935,0.0015365880927940753,1.495480215216069e-07,0.0,1.1602281333343536e-41,1.115673106853859,1
145,4.427311427093798e-08,0.3070071620517572,7.1816187696248e-07,1.754225339203282e-06,1.8468988893052816e-12,0.6929903212860654,2.4386145764009948e-89,3.7719654674892436,5
146,6.691568422215398e-09,0.017044907738507926,1.2558450020526308e-11,7.666198459517826e-13,1.1599864945050116e-09,0.982955084396612,3.670115599014731e-120,4.931820334388931,5
147,0.00021105363304870016,1.4125448208683293e-09,1.3612655219690553e-05,9.627873507415308e-08,0.9997752360204517,0.0,1.5719115557882562e-75,3.999128459640996,4
148,1.0823664868524527e-06,7.270743986642235e-08,0.9999988448413288,8.474441814466199e-11,6.740624263228192e-23,0.0,2.1795605936963303e-55,1.9999977626443308,2
149,7.175926622692999e-08,1.888067731349616e-12,3.396491611020855e-05,9.501669722533405e-18,1.344066642406487e-39,0.9999659633227355,9.822428020150475e-38,4.999897746447786,5
