day,cluster0,cluster1,cluster2,cluster3,cluster4,weighted_mean,max
93,0.45763797522891225,3.7476762367971574e-53,9.111685297248446e-16,5.850075516487532e-09,0.5423620189210113,2.1694480932342737,4
94,3.4710628558604083e-09,5.996458401597681e-39,9.427112537790847e-32,0.9999982802344052,1.7162945319437926e-06,3.0000017058813433,3
95,0.0005608845378216878,5.58103142707691e-118,1.5562999190623724e-08,0.0,0.9994390998991791,3.9977564307227147,4
96,0.0001580941438124013,0.0,0.47070777358615523,0.0,0.5291341322700324,3.05795207625244,4
97,3.545323737542963e-13,2.5320439938633013e-92,3.907990167159526e-06,0.9999227177955777,7.337421390051135e-05,3.0000694662226697,3
98,4.3300483090566065e-21,2.2333092234591103e-98,3.990337589485862e-05,6.760926899755356e-139,0.9999600966241051,3.9999201932482102,4
99,0.004732615394106824,2.5938291261111987e-188,1.2197387804603801e-27,0.0,0.9952673846058931,3.9810695384235726,4
100,7.028361354664803e-10,5.165016275758656e-32,1.7550751470487015e-42,0.9999991813312956,8.179658681621434e-07,3.0000008158573594,3
101,9.323004013342675e-05,3.317209869924351e-35,1.2219122801840818e-31,0.9981598036515331,0.0017469663083332753,3.0014672761879324,3
102,1.1286461766017996e-12,1.4777616487835308e-49,4.795864167361801e-26,0.9999992120261475,7.87972723892651e-07,3.000000787969338,3
103,1.8567928408486514e-11,1.1138124920409881e-37,6.369559326042485e-28,0.9999991350643255,8.649171065389015e-07,3.0000008648614025,3
104,1.7368456576648238e-13,1.7933869445789276e-30,5.649122923026811e-30,0.9999992321117306,7.678880956982005e-07,3.0000007678875744,3
105,3.385236754518576e-27,3.980154688955733e-46,7.023200470971562e-24,0.999995994946917,4.00505308287553e-06,3.0000040050530825,3
106,3.04740576201149e-19,3.109857488687008e-39,9.810725947539944e-31,0.9999973875106152,2.612489384842113e-06,3.000002612489385,3
107,3.722546490001779e-12,1.9799178449977876e-35,7.907453194892888e-30,0.999998939723771,1.0602725064419153e-06,3.0000010602613387,3
108,9.736102684902213e-11,4.703161226322375e-57,4.2676336732962423e-16,0.9999931973752003,6.802527438245909e-06,3.0000068022353545,3
109,6.422758291038387e-06,3.0200421974099063e-83,1.3100568123232007e-08,0.9999919669121902,1.5972289506289653e-06,2.9999823158535097,3
110,2.2537827859241508e-12,0.0,0.4964202240501242,0.0,0.5035797759476219,3.0071595518907364,4
111,0.054364064639530016,0.0,0.02542287313221931,0.0,0.9202130622282507,3.7316979951774414,4
112,7.265445671642782e-09,3.310820515751336e-66,4.3811409196968475e-08,0.9999751560710409,2.4792852104219957e-05,3.000024727244358,3
113,1.9547345417229836e-06,0.0,0.7262748967240286,0.0,0.27372314854142976,2.547442387613776,2
114,0.0008386217277792371,8.047441342667301e-180,0.0021652888076034438,0.0,0.9969960894646173,3.9923149354736758,4
115,5.8049645767656855e-11,8.653489003331974e-51,4.801647950281143e-20,0.9999978537535527,2.1461883976665633e-06,3.0000021460142485,3
116,3.523098009964487e-10,4.2727847308211937e-57,1.0730400597165269e-19,0.9999987822096538,1.2174380365775226e-06,3.000001216381108,3
117,2.53786234011609e-16,2.902750941072767e-48,1.4857851049617043e-28,0.999999344701798,6.552982018280968e-07,3.000000655298201,3
118,3.7417240537141948e-22,1.0821270172778925e-38,1.1914832998912412e-33,0.9999990200507961,9.799492038805604e-07,3.000000979949204,3
119,4.660933712928832e-12,4.648590090646802e-36,1.4391859578378963e-29,0.9999992042414306,7.957539084564201e-07,3.0000007957399255,3
120,2.5524524426166043e-10,7.271500664663966e-125,3.9999456574182803e-07,0.9999970428860173,2.556864171632317e-06,3.0000021561038697,3
121,1.7742970214731595e-10,3.972896195030126e-62,7.407638717443734e-17,0.9999979346772894,2.065145280871487e-06,3.0000020646129917,3
122,2.0982044061025798e-09,6.3755117187216374e-86,1.2019686812598723e-12,0.9999930782466669,6.919653926733538e-06,3.0000069133581118,3
123,0.00028017683340597914,1.220971486910625e-48,1.0979570038113854e-13,0.0,0.9997198231664842,3.9988792926661563,4
124,8.842242209905862e-06,0.0,0.9994061536997875,0.0,0.0005850040580026831,2.001152323631586,2
125,2.3678624852023714e-06,0.0,0.8327720237713405,0.0,0.16722560836617423,2.3344464810073777,2
126,1.1543052459108896e-16,2.3731378795367957e-95,2.323790420789863e-10,0.999995181983923,4.817783697864152e-06,3.0000048175513183,3
127,8.781085568286367e-14,1.1299484101645203e-97,1.4614953783186617e-10,0.9999978865307609,2.1133230017216992e-06,3.000002113176589,3
128,3.268485049847408e-17,1.96148471311476e-68,1.207026788627596e-15,0.999997486137754,2.513862244729849e-06,3.000002513862243,3
129,7.707625071295e-10,2.2661962996403e-49,3.176648482072547e-21,0.9999821029443585,1.789628487907116e-05,3.0000178939725917,3
130,1.7999047475887634e-06,4.67532605486938e-40,1.9013604457580304e-21,0.0,0.9999982000952524,3.9999928003810097,4
131,9.047515289408313e-12,3.5679639989682535e-46,1.209539273121316e-22,0.9999986181691908,1.3818217618422458e-06,3.0000013817946196,3
132,1.0243473108024302e-13,1.0392151484591898e-43,1.0926639009534415e-27,0.9999992530150562,7.469848413010266e-07,3.000000746984534,3
133,3.142835841165787e-12,2.0778167035362454e-44,5.1135588748723635e-26,0.9999991738325903,8.261642669879016e-07,3.0000008261548388,3
134,8.564017855540136e-13,3.017380619762427e-57,9.617272632858886e-22,0.9999990501389427,9.498602008308691e-07,3.0000009498576317,3
135,2.2538216014872096e-13,6.170747301306641e-41,8.585994342391127e-27,0.9999992202148553,7.797849193290957e-07,3.0000007797842434,3
136,4.405179573101559e-13,7.775698151900177e-39,1.5646045143657417e-26,0.9999992050379896,7.949615698397175e-07,3.000000794960248,3
137,3.065249356600826e-20,5.21138618854958e-48,8.161689394584663e-24,0.9999989692489575,1.0307510424585415e-06,3.0000010307510423,3
138,1.2956403978189097e-07,2.1357480442449702e-42,4.21692437001888e-21,2.2468124700384066e-19,0.9999998704359602,3.9999994817438407,4
139,1.0536228350899436e-14,3.625369502015135e-43,1.882027824179413e-28,0.9999985474805329,1.4525194566201424e-06,3.000001452519425,3
140,1.0005755737736866e-14,3.3064873627086815e-44,7.920580012700548e-26,0.9999991987301565,8.012698335188728e-07,3.0000008012698034,3
141,1.1228345544537581e-11,1.416497514808573e-67,3.3453966279042133e-16,0.9999990168246852,9.831640860875005e-07,3.0000009831304006,3
142,1.0059656923278031e-13,4.31685710088052e-44,1.5625422942843826e-23,0.9999990257676619,9.742322375134422e-07,3.000000974231936,3
143,2.9217057654898476e-11,4.8701431627258035e-104,1.3300170151427267e-14,0.999997063600207,2.936370562719631e-06,3.0000029362828986,3
144,1.1195054534451191e-12,3.078987691409092e-59,8.711579207319204e-17,0.9999992076988438,7.923000366135315e-07,3.0000007922966776,3
145,1.865183084204262e-15,4.0397958437898506e-86,2.7810052479237587e-17,0.9999981197024237,1.8802975744235975e-06,3.0000018802975688,3
146,2.1587326973924634e-17,1.8266752070666993e-60,1.842014443621059e-23,0.9999990497060635,9.502939365408945e-07,3.0000009502939364,3
147,9.079093795431346e-14,4.9962906906771145e-114,8.718273687205473e-16,2.051825452837029e-27,0.9999999999999083,3.999999999999635,4
148,3.4602221069126727e-10,2.016553901922445e-57,2.7296447224182153e-14,0.99997938897342,2.0610680530505094e-05,3.0000206096424367,3
149,2.1061113587602126e-10,7.6257133319188155e-62,1.0209060830278653e-12,0.9999984116606948,1.588127673083946e-06,3.0000015874948187,3
150,3.281680008797598e-13,1.1495384864311582e-52,7.323041473771451e-19,0.9999991431730464,8.568266253942557e-07,3.0000008568256407,3
151,1.7507483453718412e-14,7.048891892800827e-41,2.601625700534037e-22,0.9999993015149797,6.984850028413667e-07,3.0000006984849503,3
152,2.4801453231726466e-15,1.1655135188427038e-39,1.5027966986371816e-25,0.9999993444327244,6.555672730906286e-07,3.000000655567266,3
153,1.2078810338793684e-16,2.3160618489404067e-127,1.6175698241811683e-15,0.9999876222367847,1.2377763213614385e-05,3.0000123777632117,3
154,2.1187136624061845e-16,5.565995172373757e-53,8.066795899166845e-24,0.9999990864468596,9.135531403125594e-07,3.0000009135531402,3
155,2.3938644428316905e-18,1.374664874963919e-69,2.270854239177469e-20,0.9999988546285633,1.1453714367005452e-06,3.000001145371437,3
156,1.0978088355635821e-13,2.9178447579253896e-110,2.664429797254394e-13,0.9999982100055653,1.7899940584247123e-06,3.0000017899934623,3
157,1.3206184628357099e-13,8.226684569133722e-77,1.7634343831119602e-13,0.9999984107048514,1.589294840218077e-06,3.0000015892942677,3
158,2.2014877301874818e-14,1.2300107527983731e-47,1.0679115927534847e-18,0.9999989311323725,1.0688676055148702e-06,3.0000010688675394,3
159,7.040679551426118e-18,4.773527427975656e-75,3.402715155445369e-12,0.9999823762543277,1.76237422695081e-05,3.0000176237388665,3
160,1.5383936677637834e-20,3.480623200542749e-55,1.704252435172876e-14,0.9999942645120812,5.7354879018461965e-06,3.000005735487885,3
161,1.2216165902388698e-16,2.0535246513730094e-42,3.733616286882108e-23,0.999999223481284,7.765187157619157e-07,3.000000776518715,3
162,2.565580746519969e-19,1.2474443020580976e-43,9.248183721050008e-24,0.9999991249123266,8.750876734672377e-07,3.0000008750876734,3
163,4.0284616062700073e-16,6.616081745908067e-53,2.772651187417044e-22,0.9999992162286083,7.837713911846158e-07,3.00000078377139,3
164,4.156580059752202e-16,3.881160366306047e-45,2.7195297372608925e-23,0.9999963643213616,3.6356786379592725e-06,3.0000036356786364,3
165,2.729053375720928e-13,1.1312166495729625e-47,6.677648490312446e-19,0.9993490349861387,0.0006509650135882488,3.000650965012769,3
166,7.835495722356361e-16,1.187055990918265e-41,8.820372521409568e-25,0.99999552097486,4.479025139252698e-06,3.000004479025137,3
167,1.9836824383062167e-10,3.123928327196882e-93,9.431794033126543e-14,3.5717552307446773e-115,0.9999999998015374,3.9999999992063384,4
